lead_id,lead_created_date,source,product,segment,msisdn,country
LEAD7PCHCBN9,2025-07-14,INBOUND,OTHER,NEW,782405066,UG
LEADRA47SH2S,2025-08-04,REFERRAL,PHONE+INSURANCE,NEW,793744336,UG
LEADDJOYOHAZ,2025-06-04,WINBACK,UPGRADE,CHURN_RISK_60,712101856,KE
LEADI8QOAGSU,2025-06-19,FIELD,CASH_LOAN,LAPSED,767534222,GH
LEADPNRIM1Y6,2025-08-11,INBOUND,PHONE+INSURANCE,HIGH_VALUE,703670948,GH
LEADZ2OMTZJK,2025-08-09,DIGITAL,PHONE+INSURANCE,LAPSED,753543563,UG
LEADM6J8Y6RH,2025-06-24,INBOUND,PHONE+INSURANCE,HIGH_VALUE,798707618,ZM
LEAD2EC8RA48,2025-06-03,INBOUND,INSURANCE_ONLY,LAPSED,764732147,GH
LEADG1SO1ESP,2025-07-16,CROSS_SELL,INSURANCE_ONLY,HIGH_VALUE,772580645,GH
LEADZQYAHULW,2025-05-30,INBOUND,PHONE+INSURANCE,LAPSED,734856447,ZM
LEADGPP1NOQU,2025-06-30,DIGITAL,CASH_LOAN,HIGH_VALUE,777295013,GH
LEADH20RAPE6,2025-07-02,WINBACK,CASH_LOAN,NEW,784644676,ZM
LEADDFHJ4D0J,2025-07-04,FIELD,PHONE+INSURANCE,NEW,748359530,KE
LEAD58HUXG2M,2025-06-28,WINBACK,PHONE+INSURANCE,NEW,790354413,KE
LEADWFG3MWU4,2025-07-13,CROSS_SELL,PHONE+INSURANCE,HIGH_VALUE,709575640,GH
LEADXJQ5NV8O,2025-07-31,REFERRAL,PHONE+INSURANCE,NEW,724680787,GH
LEADGDC5TAO1,2025-06-10,WINBACK,PHONE+INSURANCE,LAPSED,711173787,KE
LEADI0PESGBM,2025-06-23,CROSS_SELL,INSURANCE_ONLY,LAPSED,743647781,ZM
LEAD8ZGVWWUS,2025-06-01,FIELD,UPGRADE,NEW,785836028,ZM
LEADLOFAS1EK,2025-07-10,FIELD,UPGRADE,NEW,758743898,KE
LEADV2TG5PIZ,2025-06-21,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,786703417,ZM
LEAD163YK03O,2025-07-20,INBOUND,UPGRADE,CHURN_RISK_60,709189076,UG
LEADWGABTGDJ,2025-08-12,REFERRAL,PHONE+INSURANCE,NEW,795991974,GH
LEADP2RNZBC1,2025-06-27,WINBACK,PHONE+INSURANCE,CHURN_RISK_30,719607576,UG
LEAD33E1I1P0,2025-06-16,WINBACK,PHONE+INSURANCE,HIGH_VALUE,704497675,UG
LEADO87F00TE,2025-07-14,INBOUND,INSURANCE_ONLY,LAPSED,764589542,UG
LEADIPA2VOI8,2025-05-29,CROSS_SELL,UPGRADE,CHURN_RISK_30,777990837,UG
LEADFDW79WCX,2025-06-15,REFERRAL,UPGRADE,NEW,794130669,KE
LEAD0AN0JBZU,2025-07-10,INBOUND,PHONE+INSURANCE,NEW,772844534,GH
LEAD5V4FTQ3T,2025-06-19,CROSS_SELL,PHONE+INSURANCE,NEW,722259144,ZM
LEADIZXTNSRT,2025-08-02,CROSS_SELL,PHONE+INSURANCE,NEW,782280734,GH
LEAD4E5HRDU4,2025-05-20,WINBACK,UPGRADE,NEW,788304696,KE
LEADZA7X73QX,2025-07-31,FIELD,PHONE+INSURANCE,CHURN_RISK_30,748442674,UG
LEADJBCK88D0,2025-08-01,INBOUND,CASH_LOAN,CHURN_RISK_60,771358338,KE
LEAD0ODWMQX5,2025-07-25,CROSS_SELL,UPGRADE,HIGH_VALUE,722388767,UG
LEAD6T94OW3L,2025-06-29,INBOUND,CASH_LOAN,LAPSED,732309234,ZM
LEAD8QO09VS9,2025-06-30,INBOUND,PHONE+INSURANCE,HIGH_VALUE,750961690,GH
LEADSUUDQFJ6,2025-07-24,DIGITAL,PHONE+INSURANCE,CHURN_RISK_30,733535226,GH
LEAD02G3YU6V,2025-05-24,DIGITAL,PHONE+INSURANCE,HIGH_VALUE,740318100,UG
LEAD5P7E1047,2025-06-28,CROSS_SELL,PHONE+INSURANCE,NEW,785078886,GH
LEADSHB0OQVS,2025-06-25,DIGITAL,PHONE+INSURANCE,NEW,729807828,UG
LEAD0TJOPZ1R,2025-07-27,WINBACK,PHONE+INSURANCE,CHURN_RISK_60,726589676,ZM
LEADC1L7DYPM,2025-06-15,WINBACK,CASH_LOAN,NEW,743048774,UG
LEAD32WP7IYF,2025-08-01,REFERRAL,PHONE+INSURANCE,LAPSED,797775836,GH
LEADAYEQAHTH,2025-06-20,CROSS_SELL,UPGRADE,LAPSED,770231557,UG
LEADUXBGK2WB,2025-07-02,REFERRAL,CASH_LOAN,HIGH_VALUE,787880113,KE
LEADA5XIN9DL,2025-05-28,INBOUND,UPGRADE,CHURN_RISK_30,780142265,GH
LEADITMOFMMW,2025-05-20,FIELD,PHONE+INSURANCE,NEW,731702866,KE
LEAD63BTKF6X,2025-07-03,CROSS_SELL,CASH_LOAN,LAPSED,711783647,GH
LEADIF86LTHE,2025-07-07,INBOUND,PHONE+INSURANCE,HIGH_VALUE,772659280,UG
LEAD99F77LU8,2025-07-09,DIGITAL,PHONE+INSURANCE,NEW,715889673,UG
LEAD8K03W0FG,2025-07-06,WINBACK,UPGRADE,NEW,717655789,GH
LEADIYMYRSVZ,2025-07-30,CROSS_SELL,UPGRADE,NEW,750191981,UG
LEADO878IYHH,2025-05-19,FIELD,INSURANCE_ONLY,CHURN_RISK_30,723767033,UG
LEAD5P1V3ZO7,2025-07-12,CROSS_SELL,INSURANCE_ONLY,HIGH_VALUE,776763742,GH
LEADQ55IT9BN,2025-07-11,INBOUND,PHONE+INSURANCE,LAPSED,784644215,KE
LEADFK7Y6QXD,2025-07-13,WINBACK,INSURANCE_ONLY,HIGH_VALUE,767197151,GH
LEADOQGVZHQJ,2025-07-04,WINBACK,PHONE+INSURANCE,HIGH_VALUE,792840741,UG
LEADZWDZ09WF,2025-05-29,WINBACK,INSURANCE_ONLY,CHURN_RISK_60,773866174,KE
LEAD5GZPL1QW,2025-06-04,FIELD,PHONE+INSURANCE,HIGH_VALUE,715777827,UG
LEADRR3VRHXQ,2025-07-12,WINBACK,PHONE+INSURANCE,CHURN_RISK_60,759307507,KE
LEADGBMFBUVL,2025-05-21,CROSS_SELL,PHONE+INSURANCE,HIGH_VALUE,711771255,UG
LEAD0MB1L631,2025-07-12,CROSS_SELL,PHONE+INSURANCE,LAPSED,773882978,UG
LEADOHHCU9TD,2025-07-21,FIELD,OTHER,NEW,797183585,GH
LEADS9MEUSWR,2025-06-17,INBOUND,PHONE+INSURANCE,NEW,724146739,GH
LEADQ20HWOBM,2025-05-18,WINBACK,CASH_LOAN,NEW,785564277,KE
LEADKT1ELOU8,2025-06-23,DIGITAL,INSURANCE_ONLY,CHURN_RISK_30,723572537,KE
LEADXRW6TM2O,2025-05-19,CROSS_SELL,UPGRADE,HIGH_VALUE,799668024,ZM
LEADUL62CF4M,2025-06-10,DIGITAL,UPGRADE,CHURN_RISK_30,750363964,KE
LEADZLBORIQ8,2025-06-23,REFERRAL,PHONE+INSURANCE,NEW,729009803,KE
LEADPARSG70S,2025-05-26,DIGITAL,CASH_LOAN,LAPSED,743934556,UG
LEAD0QZSA7YV,2025-06-10,DIGITAL,PHONE+INSURANCE,HIGH_VALUE,711687128,UG
LEADUL6LGJLP,2025-05-17,REFERRAL,PHONE+INSURANCE,LAPSED,715790828,GH
LEADTTJ72UGL,2025-06-10,REFERRAL,PHONE+INSURANCE,LAPSED,745464764,KE
LEADNDOZ6WYQ,2025-05-28,DIGITAL,CASH_LOAN,HIGH_VALUE,747731087,KE
LEADUD2ZDLX1,2025-07-13,INBOUND,INSURANCE_ONLY,CHURN_RISK_60,763155598,KE
LEADG7L4LRCE,2025-07-04,REFERRAL,CASH_LOAN,CHURN_RISK_60,764243595,GH
LEADD32LX2TO,2025-07-19,INBOUND,PHONE+INSURANCE,CHURN_RISK_30,755491233,UG
LEADHYP9UMYG,2025-06-27,FIELD,UPGRADE,CHURN_RISK_30,789872888,KE
LEADT3G8CD31,2025-06-25,WINBACK,PHONE+INSURANCE,NEW,750856575,ZM
LEAD6WAFFTOU,2025-07-28,DIGITAL,PHONE+INSURANCE,HIGH_VALUE,726261929,UG
LEADZ69UWS44,2025-07-09,CROSS_SELL,PHONE+INSURANCE,HIGH_VALUE,708376603,GH
LEAD55IZOLNN,2025-05-29,REFERRAL,PHONE+INSURANCE,CHURN_RISK_60,773164605,GH
LEADF9YECAZR,2025-07-07,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,758617594,GH
LEADVPGSTQMG,2025-08-12,DIGITAL,PHONE+INSURANCE,CHURN_RISK_30,760484679,ZM
LEADUBBRNU8C,2025-07-23,FIELD,OTHER,HIGH_VALUE,798003834,ZM
LEADC6DR08CW,2025-07-20,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,777796412,ZM
LEADSQ0P82KB,2025-07-12,WINBACK,UPGRADE,NEW,780213415,ZM
LEADGB93WKCS,2025-07-28,WINBACK,PHONE+INSURANCE,NEW,737292234,ZM
LEADGVFQ3JZR,2025-07-31,CROSS_SELL,PHONE+INSURANCE,NEW,770784933,KE
LEAD1ONX0GU4,2025-07-17,WINBACK,PHONE+INSURANCE,NEW,707291483,UG
LEADK01TNZRF,2025-07-14,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_60,779289163,ZM
LEAD7W8P74MJ,2025-05-27,WINBACK,UPGRADE,HIGH_VALUE,713190487,KE
LEADVHMYGTY3,2025-08-09,CROSS_SELL,CASH_LOAN,CHURN_RISK_30,701605433,UG
LEADGAD7X48W,2025-06-16,REFERRAL,UPGRADE,CHURN_RISK_30,795036231,GH
LEADZJQ7W7JP,2025-05-29,INBOUND,PHONE+INSURANCE,NEW,789600963,UG
LEADN9J3GC9H,2025-07-02,CROSS_SELL,PHONE+INSURANCE,HIGH_VALUE,752698503,KE
LEADX6ZDCUJQ,2025-08-01,WINBACK,INSURANCE_ONLY,HIGH_VALUE,766800348,UG
LEADZ6US7RP4,2025-06-03,REFERRAL,OTHER,HIGH_VALUE,709408620,GH
LEADU7MYOW8D,2025-05-30,CROSS_SELL,INSURANCE_ONLY,HIGH_VALUE,771756326,ZM
LEADHT8XKODY,2025-08-05,WINBACK,CASH_LOAN,NEW,765297400,GH
LEADZVRCTLT4,2025-05-18,REFERRAL,PHONE+INSURANCE,NEW,760305001,UG
LEADE3YQY5FU,2025-07-05,REFERRAL,CASH_LOAN,CHURN_RISK_30,709668169,KE
LEADZEGBL2QG,2025-06-15,DIGITAL,PHONE+INSURANCE,CHURN_RISK_60,779328380,KE
LEAD2P39YL9U,2025-05-23,FIELD,PHONE+INSURANCE,NEW,718432040,UG
LEADCJ1GNFIU,2025-06-26,DIGITAL,UPGRADE,HIGH_VALUE,717900736,UG
LEADCA7ZVKY2,2025-07-16,INBOUND,UPGRADE,CHURN_RISK_30,763889312,KE
LEAD7VBGR8W2,2025-06-14,CROSS_SELL,PHONE+INSURANCE,LAPSED,746688115,ZM
LEADN1TH1XJG,2025-08-02,FIELD,UPGRADE,NEW,720027622,KE
LEADXKPM21B0,2025-05-21,DIGITAL,UPGRADE,NEW,772123324,KE
LEADVLHYL2LD,2025-07-10,INBOUND,INSURANCE_ONLY,NEW,799018842,UG
LEAD6F7QNEZW,2025-05-21,REFERRAL,CASH_LOAN,NEW,736197787,ZM
LEAD4QGM5V2W,2025-05-29,CROSS_SELL,UPGRADE,NEW,782077910,UG
LEADR9V4K00I,2025-07-20,INBOUND,INSURANCE_ONLY,LAPSED,743928918,ZM
LEAD9BQ1BTR2,2025-07-07,INBOUND,UPGRADE,NEW,713153230,KE
LEADEKXDRKZ4,2025-06-11,CROSS_SELL,PHONE+INSURANCE,HIGH_VALUE,737333618,ZM
LEADWZAWNYTK,2025-07-01,WINBACK,UPGRADE,NEW,736210517,UG
LEAD50B8Y5DN,2025-08-02,CROSS_SELL,UPGRADE,HIGH_VALUE,783098685,KE
LEAD9IER7U8H,2025-06-01,INBOUND,INSURANCE_ONLY,CHURN_RISK_30,799994450,UG
LEADBNQS3QT3,2025-06-19,CROSS_SELL,CASH_LOAN,HIGH_VALUE,739227057,ZM
LEAD6QC6K8DJ,2025-06-08,REFERRAL,PHONE+INSURANCE,LAPSED,793560777,KE
LEADOY7RP0AG,2025-06-21,INBOUND,INSURANCE_ONLY,CHURN_RISK_60,702957704,KE
LEADMXLVZ4QK,2025-07-28,INBOUND,CASH_LOAN,NEW,717710599,ZM
LEAD1BMQF7ZK,2025-06-20,WINBACK,CASH_LOAN,NEW,723536332,GH
LEADBLEJGUBL,2025-05-29,CROSS_SELL,OTHER,CHURN_RISK_60,746150365,UG
LEADORFQLA09,2025-05-18,INBOUND,INSURANCE_ONLY,LAPSED,744463735,KE
LEAD07MERBYE,2025-07-26,DIGITAL,PHONE+INSURANCE,NEW,703328008,UG
LEADXVH7KATQ,2025-07-31,FIELD,PHONE+INSURANCE,CHURN_RISK_30,790134958,KE
LEADMF4NNKM9,2025-08-08,WINBACK,PHONE+INSURANCE,LAPSED,775300576,KE
LEADF060O4VF,2025-06-20,DIGITAL,OTHER,NEW,740698994,ZM
LEADAWJGQU6H,2025-05-26,CROSS_SELL,CASH_LOAN,NEW,751240239,ZM
LEADUQAAJ84R,2025-07-17,INBOUND,PHONE+INSURANCE,LAPSED,787753291,GH
LEADEJ9C0UU5,2025-05-18,FIELD,CASH_LOAN,CHURN_RISK_30,784288202,UG
LEADFCL5EFJP,2025-06-17,INBOUND,UPGRADE,NEW,747779407,KE
LEADGD1T53YK,2025-08-03,CROSS_SELL,UPGRADE,CHURN_RISK_30,791998698,UG
LEADEK2O7FHS,2025-05-16,CROSS_SELL,CASH_LOAN,LAPSED,725288872,UG
LEADQC37RLN3,2025-07-07,FIELD,PHONE+INSURANCE,NEW,780215042,KE
LEADEYYLH9P1,2025-06-12,WINBACK,CASH_LOAN,NEW,714995099,KE
LEAD2SCEJCY1,2025-05-19,INBOUND,INSURANCE_ONLY,NEW,716615289,KE
LEADD478MFS0,2025-05-18,REFERRAL,CASH_LOAN,HIGH_VALUE,732456869,GH
LEAD8G1A0774,2025-06-08,WINBACK,PHONE+INSURANCE,LAPSED,763715236,UG
LEAD9PSO1LQS,2025-06-29,WINBACK,UPGRADE,NEW,766547299,UG
LEADEKVL9PTK,2025-07-17,REFERRAL,INSURANCE_ONLY,CHURN_RISK_30,757440042,GH
LEADAYYOSYEO,2025-06-06,REFERRAL,INSURANCE_ONLY,LAPSED,793286302,GH
LEAD9MV9E40K,2025-06-30,WINBACK,CASH_LOAN,HIGH_VALUE,795763517,KE
LEADRVORK1DJ,2025-06-29,FIELD,PHONE+INSURANCE,HIGH_VALUE,766742957,ZM
LEADY8NYFWDC,2025-07-17,DIGITAL,PHONE+INSURANCE,HIGH_VALUE,769786361,KE
LEADJM4T8BP6,2025-07-18,DIGITAL,PHONE+INSURANCE,NEW,751489930,ZM
LEADX25FPLO1,2025-07-25,WINBACK,CASH_LOAN,CHURN_RISK_60,776350455,UG
LEAD4SOR8WM9,2025-07-25,WINBACK,PHONE+INSURANCE,CHURN_RISK_30,743014471,ZM
LEADMDMMMXIX,2025-08-03,WINBACK,INSURANCE_ONLY,NEW,779528254,KE
LEADTBXPSPAQ,2025-05-17,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_60,702984525,UG
LEADYHR3YFK8,2025-05-27,DIGITAL,CASH_LOAN,HIGH_VALUE,727079584,ZM
LEADJKU2W8ZU,2025-06-20,REFERRAL,CASH_LOAN,CHURN_RISK_30,779438729,UG
LEAD2XK2PTHO,2025-06-28,WINBACK,UPGRADE,LAPSED,783881231,UG
LEADRX37JW34,2025-07-27,WINBACK,PHONE+INSURANCE,NEW,758213514,UG
LEADI014O46W,2025-06-02,INBOUND,PHONE+INSURANCE,HIGH_VALUE,755356542,ZM
LEADIFA2LR9P,2025-07-05,INBOUND,PHONE+INSURANCE,HIGH_VALUE,704966557,UG
LEADTXB02B6L,2025-08-07,FIELD,PHONE+INSURANCE,CHURN_RISK_30,739994087,GH
LEAD70FE07S3,2025-07-04,DIGITAL,PHONE+INSURANCE,NEW,770499222,KE
LEAD30307HDH,2025-06-26,INBOUND,UPGRADE,CHURN_RISK_30,736849119,GH
LEAD8LPY857N,2025-08-12,INBOUND,UPGRADE,LAPSED,796055766,GH
LEAD2B7YJNXZ,2025-08-07,DIGITAL,INSURANCE_ONLY,CHURN_RISK_30,791972475,KE
LEADK71K4FPL,2025-06-16,REFERRAL,INSURANCE_ONLY,HIGH_VALUE,786493863,ZM
LEAD07LP7DFJ,2025-07-14,WINBACK,CASH_LOAN,HIGH_VALUE,708907659,ZM
LEADABXW2EOW,2025-08-11,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,742107027,ZM
LEADY2LR0JY3,2025-07-30,CROSS_SELL,PHONE+INSURANCE,LAPSED,737822197,UG
LEAD87XW69HZ,2025-05-17,WINBACK,UPGRADE,NEW,722650041,UG
LEAD8EZP7QYE,2025-06-05,FIELD,CASH_LOAN,NEW,795772900,GH
LEADE4V9KYPO,2025-07-02,INBOUND,UPGRADE,NEW,744273769,ZM
LEADAELYYZZ0,2025-05-25,CROSS_SELL,PHONE+INSURANCE,LAPSED,734390017,ZM
LEAD978V0BJW,2025-06-29,WINBACK,PHONE+INSURANCE,LAPSED,740601849,ZM
LEADGGRMQDZP,2025-07-28,REFERRAL,PHONE+INSURANCE,LAPSED,734951103,KE
LEAD7K5W1JL6,2025-06-30,CROSS_SELL,OTHER,CHURN_RISK_60,742351453,GH
LEADGBGQFQE6,2025-05-21,CROSS_SELL,CASH_LOAN,CHURN_RISK_30,766425800,ZM
LEAD45ED5GGS,2025-05-29,WINBACK,PHONE+INSURANCE,LAPSED,736613462,ZM
LEAD1G7IRDLK,2025-07-21,CROSS_SELL,INSURANCE_ONLY,NEW,791353875,KE
LEADBQZRWJXL,2025-06-03,FIELD,PHONE+INSURANCE,HIGH_VALUE,705885044,GH
LEAD52K20TVD,2025-06-11,FIELD,INSURANCE_ONLY,NEW,734247519,UG
LEADNOX8FK20,2025-06-04,WINBACK,PHONE+INSURANCE,NEW,741621092,UG
LEADHQNJVDPN,2025-07-19,CROSS_SELL,PHONE+INSURANCE,NEW,725012256,GH
LEADIYFRWSKP,2025-08-09,FIELD,CASH_LOAN,NEW,764103912,ZM
LEADPUT7SSOQ,2025-07-20,INBOUND,PHONE+INSURANCE,NEW,796678371,UG
LEAD0Q24BOZL,2025-05-29,WINBACK,UPGRADE,NEW,797186343,KE
LEADG0V5DTAE,2025-06-11,CROSS_SELL,PHONE+INSURANCE,HIGH_VALUE,723049928,UG
LEADW9MYYOKE,2025-06-22,DIGITAL,CASH_LOAN,NEW,701862394,ZM
LEADRFI44TD1,2025-06-10,REFERRAL,PHONE+INSURANCE,NEW,719886456,KE
LEADQ4VHU4BA,2025-07-16,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,784612181,ZM
LEADRRVWY3RZ,2025-05-19,INBOUND,PHONE+INSURANCE,LAPSED,719607576,GH
LEADEWXQPF0Q,2025-07-14,INBOUND,INSURANCE_ONLY,NEW,758802221,ZM
LEAD50OP7XMR,2025-05-31,INBOUND,CASH_LOAN,HIGH_VALUE,721746728,ZM
LEADHVDO9KHB,2025-06-06,INBOUND,CASH_LOAN,NEW,702433447,UG
LEADMEIUR921,2025-05-23,REFERRAL,CASH_LOAN,CHURN_RISK_30,774762274,KE
LEADB828192V,2025-08-13,REFERRAL,PHONE+INSURANCE,CHURN_RISK_60,713672496,KE
LEADFKPS0DXM,2025-06-30,INBOUND,OTHER,HIGH_VALUE,718491507,UG
LEAD4RKGJZOW,2025-06-15,WINBACK,PHONE+INSURANCE,NEW,732943913,KE
LEAD768SY7P1,2025-07-06,FIELD,PHONE+INSURANCE,NEW,796318095,ZM
LEADC1XX6CWZ,2025-07-09,FIELD,PHONE+INSURANCE,LAPSED,788632237,UG
LEAD6AKT7ZQH,2025-06-24,WINBACK,PHONE+INSURANCE,NEW,773071525,GH
LEAD5DTOZ5ST,2025-06-09,CROSS_SELL,UPGRADE,HIGH_VALUE,728686961,ZM
LEADB2VI109D,2025-05-17,INBOUND,UPGRADE,NEW,708045780,UG
LEADK0Q929U6,2025-07-11,DIGITAL,PHONE+INSURANCE,NEW,784254420,KE
LEADSILU3NDZ,2025-07-02,REFERRAL,INSURANCE_ONLY,CHURN_RISK_30,755304811,UG
LEADNSVSOJRP,2025-05-24,FIELD,CASH_LOAN,CHURN_RISK_30,759066531,ZM
LEADSRQ8STZQ,2025-06-02,FIELD,PHONE+INSURANCE,LAPSED,704376489,UG
LEADEUBFN9KR,2025-05-29,WINBACK,PHONE+INSURANCE,LAPSED,719175605,ZM
LEADG0ATCBRL,2025-06-11,DIGITAL,UPGRADE,HIGH_VALUE,760716667,GH
LEADSQQQ5L2X,2025-06-01,FIELD,PHONE+INSURANCE,NEW,754979383,UG
LEADX5ZU2ZUE,2025-06-19,FIELD,UPGRADE,HIGH_VALUE,775075065,ZM
LEADSAXT8JH3,2025-07-14,DIGITAL,UPGRADE,CHURN_RISK_30,777786253,UG
LEAD5APO4LJE,2025-07-16,INBOUND,PHONE+INSURANCE,HIGH_VALUE,713332334,KE
LEAD8YC8GZKD,2025-06-23,INBOUND,PHONE+INSURANCE,HIGH_VALUE,719120731,UG
LEADH1VR1NEC,2025-05-21,REFERRAL,PHONE+INSURANCE,CHURN_RISK_60,762387558,KE
LEADTVD1XEUQ,2025-06-18,DIGITAL,PHONE+INSURANCE,CHURN_RISK_60,785335496,KE
LEADTP6QAQ3K,2025-06-15,FIELD,PHONE+INSURANCE,NEW,719175605,UG
LEAD4H4KFTCD,2025-06-28,REFERRAL,UPGRADE,NEW,793741595,ZM
LEADV8LYMJ1Q,2025-06-10,INBOUND,PHONE+INSURANCE,LAPSED,733007935,ZM
LEAD6E7VAAGU,2025-05-17,WINBACK,UPGRADE,HIGH_VALUE,793481297,GH
LEADB3YYM33M,2025-07-22,DIGITAL,OTHER,NEW,723781587,KE
LEADQHAK7MDW,2025-06-08,INBOUND,OTHER,LAPSED,740691933,GH
LEADRZVA9WDJ,2025-06-19,CROSS_SELL,CASH_LOAN,CHURN_RISK_60,767152570,KE
LEADV0E7450J,2025-05-23,WINBACK,UPGRADE,HIGH_VALUE,773164605,UG
LEAD7X7B7P9J,2025-05-15,CROSS_SELL,UPGRADE,NEW,791291338,ZM
LEADKPQAHCUA,2025-05-21,WINBACK,OTHER,LAPSED,798978082,UG
LEADLCWBPA27,2025-06-05,CROSS_SELL,OTHER,HIGH_VALUE,733609390,UG
LEAD271W1WUD,2025-07-20,CROSS_SELL,INSURANCE_ONLY,HIGH_VALUE,708145263,GH
LEAD7PKWCYUK,2025-05-22,WINBACK,PHONE+INSURANCE,LAPSED,751198088,UG
LEADN25WM72Q,2025-07-12,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,744049408,KE
LEADESMRWGEB,2025-07-27,CROSS_SELL,OTHER,HIGH_VALUE,717137020,UG
LEAD51FLMNAV,2025-07-28,INBOUND,CASH_LOAN,CHURN_RISK_60,791039935,GH
LEADM9XHCGRY,2025-07-08,CROSS_SELL,UPGRADE,LAPSED,762733686,KE
LEADLD56R7WY,2025-07-07,INBOUND,CASH_LOAN,LAPSED,762617503,GH
LEADHG9NCBEK,2025-07-02,FIELD,PHONE+INSURANCE,LAPSED,726092388,GH
LEADKHJG4IHG,2025-06-09,REFERRAL,CASH_LOAN,CHURN_RISK_30,735136671,UG
LEAD7KI3X799,2025-06-27,REFERRAL,PHONE+INSURANCE,LAPSED,758212652,KE
LEADTYLPW71V,2025-06-08,REFERRAL,PHONE+INSURANCE,CHURN_RISK_60,771869344,UG
LEAD485HCQXC,2025-05-31,DIGITAL,CASH_LOAN,CHURN_RISK_30,768264989,GH
LEADLNZZRJO7,2025-06-06,INBOUND,INSURANCE_ONLY,CHURN_RISK_30,778380820,ZM
LEADHPNF4JD1,2025-07-04,CROSS_SELL,UPGRADE,CHURN_RISK_30,739600674,UG
LEADQPNRJAPJ,2025-07-08,REFERRAL,INSURANCE_ONLY,CHURN_RISK_30,710185574,GH
LEAD7DCBHHLK,2025-06-19,INBOUND,UPGRADE,NEW,791743095,KE
LEAD1KM9831A,2025-05-16,WINBACK,PHONE+INSURANCE,CHURN_RISK_30,787790612,GH
LEADRS210Q2L,2025-06-10,FIELD,PHONE+INSURANCE,CHURN_RISK_30,725212337,UG
LEADF5L0RXMI,2025-07-01,CROSS_SELL,CASH_LOAN,CHURN_RISK_60,757139083,KE
LEADA27F8LWV,2025-07-29,CROSS_SELL,PHONE+INSURANCE,LAPSED,781582537,GH
LEADNRL8XKGY,2025-07-22,WINBACK,UPGRADE,NEW,723841913,KE
LEADKIXCCSG4,2025-07-03,FIELD,PHONE+INSURANCE,CHURN_RISK_30,755144861,KE
LEAD85EHPZRV,2025-07-03,CROSS_SELL,CASH_LOAN,NEW,741649604,KE
LEADQ3VILURQ,2025-06-02,INBOUND,INSURANCE_ONLY,CHURN_RISK_30,705245871,KE
LEADW3GI60Q6,2025-07-04,REFERRAL,CASH_LOAN,NEW,724621479,GH
LEAD5TXC066O,2025-06-19,CROSS_SELL,CASH_LOAN,CHURN_RISK_30,774198767,UG
LEADQJSQCZ0N,2025-07-06,CROSS_SELL,PHONE+INSURANCE,NEW,753598753,GH
LEADYQQCXZPQ,2025-06-25,REFERRAL,PHONE+INSURANCE,NEW,737465789,UG
LEADTOC1YFMH,2025-05-30,CROSS_SELL,PHONE+INSURANCE,NEW,704623108,GH
LEADYPVBNHI6,2025-07-03,CROSS_SELL,OTHER,NEW,726841625,KE
LEADYH523GGO,2025-08-10,INBOUND,UPGRADE,CHURN_RISK_60,714453078,UG
LEADEHMGOLOQ,2025-07-08,INBOUND,UPGRADE,NEW,708860555,ZM
LEADKV9DT94G,2025-07-06,FIELD,CASH_LOAN,HIGH_VALUE,712716400,UG
LEADG1Y9XCA6,2025-06-26,WINBACK,PHONE+INSURANCE,CHURN_RISK_60,760251890,UG
LEADA1EIPICE,2025-06-13,REFERRAL,PHONE+INSURANCE,NEW,766937935,KE
LEADEL2B2O31,2025-06-26,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_60,730737204,ZM
LEADZI5SGWCR,2025-08-10,FIELD,INSURANCE_ONLY,NEW,725832275,UG
LEADT2HSPQFH,2025-07-29,INBOUND,PHONE+INSURANCE,CHURN_RISK_30,756910568,UG
LEAD5R8MNQPV,2025-06-18,DIGITAL,CASH_LOAN,NEW,758174055,UG
LEAD417VF0JQ,2025-07-08,CROSS_SELL,UPGRADE,NEW,760881578,ZM
LEADFGAS0R77,2025-06-09,CROSS_SELL,UPGRADE,CHURN_RISK_60,799615590,ZM
LEAD9E7F1811,2025-05-19,CROSS_SELL,CASH_LOAN,HIGH_VALUE,746785439,ZM
LEAD0IB3WYZX,2025-07-08,FIELD,PHONE+INSURANCE,NEW,735075212,ZM
LEADEDZNZ9C6,2025-05-16,CROSS_SELL,CASH_LOAN,CHURN_RISK_30,756766698,UG
LEADLO50DW1M,2025-07-29,INBOUND,CASH_LOAN,HIGH_VALUE,719154679,ZM
LEAD3ACZSX0G,2025-06-05,REFERRAL,UPGRADE,CHURN_RISK_30,750284858,KE
LEADUHH03G95,2025-07-11,WINBACK,INSURANCE_ONLY,NEW,759153839,KE
LEADNJMVRYDC,2025-05-25,DIGITAL,PHONE+INSURANCE,NEW,700969945,GH
LEADV917RMPN,2025-07-02,DIGITAL,INSURANCE_ONLY,HIGH_VALUE,746047075,KE
LEADCMLDQZ05,2025-08-01,DIGITAL,PHONE+INSURANCE,HIGH_VALUE,787715861,ZM
